,Owner,Team,League,Recipient,Amount,Election Year,Party
2016,Micky Arison,Miami Heat,NBA,SCHATZ FOR SENATE,5400,2018,Democrat
2017,Micky Arison,Miami Heat,NBA,SEAN PATRICK MALONEY FOR CONGRESS,5400,2020,Democrat
2018,Micky Arison,Miami Heat,NBA,FRIENDS OF JOHN THUNE,5200,2016,Republican
2019,Micky Arison,Miami Heat,NBA,GIBBS FOR CONGRESS,5200,2016,Republican
2020,Micky Arison,Miami Heat,NBA,RON JOHNSON FOR SENATE INC,5200,2016,Republican
2021,Micky Arison,Miami Heat,NBA,BILL PAC,5000,2016,Republican
2022,Micky Arison,Miami Heat,NBA,COUNTRY FIRST POLITICAL ACTION COMMITTEE INC. (COUNTRY FIRST PAC),5000,2016,Republican
2023,Micky Arison,Miami Heat,NBA,HEARTLAND VALUES PAC,5000,2016,Republican
2024,Micky Arison,Miami Heat,NBA,CRUISE LINES INTERNATIONAL ASSOCIATION PAC (CLIA PAC),5000,2016,"Bipartisan, but mostly Republican"
2025,Micky Arison,Miami Heat,NBA,HOLLAND AMERICA LINE INC. PAC (HALPAC),5000,2016,Bipartisan
2026,Micky Arison,Miami Heat,NBA,CURBELO VICTORY COMMITTEE,5000,2018,Republican
2027,Micky Arison,Miami Heat,NBA,ROLE MODEL LEADERSHIP PAC,5000,2018,Democrat
2028,Micky Arison,Miami Heat,NBA,TRUE NORTH PAC,5000,2020,Republican
2029,Micky Arison,Miami Heat,NBA,DCCC,5000,2020,Democrat
2030,Micky Arison,Miami Heat,NBA,EDUCATE AND INNOVATE PAC,5000,2020,Democrat
2031,Micky Arison,Miami Heat,NBA,CRUISE LINES INTERNATIONAL ASSOCIATION PAC (CLIA PAC),5000,2020,"Bipartisan, but mostly Republican"
2032,Micky Arison,Miami Heat,NBA,CONNOLLY FOR CONGRESS,4700,2018,Democrat
2033,Micky Arison,Miami Heat,NBA,FRIENDS OF MARIA,4700,2018,Democrat
2034,Micky Arison,Miami Heat,NBA,MARIO DIAZ-BALART FOR CONGRESS,4500,2016,Republican
2035,Micky Arison,Miami Heat,NBA,BILL NELSON FOR U S SENATE,4500,2016,Democrat
2036,Micky Arison,Miami Heat,NBA,BILL SHUSTER FOR CONGRESS,4200,2018,Republican
2037,Micky Arison,Miami Heat,NBA,MAKING AMERICA PROSPEROUS PAC,4000,2016,Republican
2038,Micky Arison,Miami Heat,NBA,CONNOLLY FOR CONGRESS,4000,2016,Democrat
2039,Micky Arison,Miami Heat,NBA,FRIENDS OF BENNIE THOMPSON,4000,2016,Democrat
2040,Micky Arison,Miami Heat,NBA,HOLDING ONTO OREGON'S PRIORITIES,4000,2016,Democrat
2041,Micky Arison,Miami Heat,NBA,FRIENDS OF BENNIE THOMPSON,4000,2018,Democrat
2042,Micky Arison,Miami Heat,NBA,FRIENDS OF MAZIE HIRONO,4000,2018,Democrat
2043,Micky Arison,Miami Heat,NBA,KEVIN MCCARTHY FOR CONGRESS,3900,2018,Republican
2044,Micky Arison,Miami Heat,NBA,"MCCAUL FOR CONGRESS, INC",3900,2018,Republican
2045,Micky Arison,Miami Heat,NBA,"COTTON FOR SENATE, INC.",3800,2020,Republican
2046,Micky Arison,Miami Heat,NBA,DEBBIE FOR CONGRESS,3800,2020,Democrat
2047,Micky Arison,Miami Heat,NBA,CARLOS CURBELO CONGRESS,3700,2016,Republican
2048,Micky Arison,Miami Heat,NBA,FRIENDS OF CORRINE BROWN,3700,2016,Democrat
2049,Micky Arison,Miami Heat,NBA,MARCO RUBIO FOR PRESIDENT,3500,2016,Republican
2050,Micky Arison,Miami Heat,NBA,CASTOR FOR CONGRESS,3500,2016,Democrat
2051,Micky Arison,Miami Heat,NBA,ROS-LEHTINEN FOR CONGRESS,3000,2016,Republican
2052,Micky Arison,Miami Heat,NBA,ALASKANS FOR DON YOUNG,2800,2020,Republican
2053,Micky Arison,Miami Heat,NBA,DANIEL WEBSTER FOR CONGRESS,2800,2020,Republican
2054,Micky Arison,Miami Heat,NBA,"MCCAUL FOR CONGRESS, INC",2800,2020,Republican
2055,Micky Arison,Miami Heat,NBA,WEBER FOR CONGRESS,2800,2020,Republican
2056,Micky Arison,Miami Heat,NBA,HUFFMAN FOR CONGRESS,2800,2020,Democrat
2057,Micky Arison,Miami Heat,NBA,LOU CORREA FOR CONGRESS,2800,2020,Democrat
2058,Micky Arison,Miami Heat,NBA,MENENDEZ FOR SENATE,2800,2020,Democrat
2059,Micky Arison,Miami Heat,NBA,MIKE THOMPSON FOR CONGRESS,2800,2020,Democrat
2060,Micky Arison,Miami Heat,NBA,CITIZENS FOR COCHRAN,2700,2016,Republican
2061,Micky Arison,Miami Heat,NBA,LISA MURKOWSKI FOR US SENATE,2700,2016,Republican
2062,Micky Arison,Miami Heat,NBA,MARCO RUBIO FOR SENATE 2016,2700,2016,Republican
2063,Micky Arison,Miami Heat,NBA,PIONEER POLITICAL ACTION COMMITTEE,2700,2016,Republican
2064,Micky Arison,Miami Heat,NBA,TIBERI FOR CONGRESS,2700,2016,Republican
2065,Micky Arison,Miami Heat,NBA,TIM SCOTT FOR SENATE,2700,2016,Republican
2066,Micky Arison,Miami Heat,NBA,ANGUS KING FOR US SENATE CAMPAIGN,2700,2016,Independent
2067,Micky Arison,Miami Heat,NBA,COMSTOCK VICTORY FUND 2018,2700,2018,Republican
2068,Micky Arison,Miami Heat,NBA,JEFF FLAKE FOR US SENATE INC,2700,2018,Republican
2069,Micky Arison,Miami Heat,NBA,SCALISE LEADERSHIP FUND,2700,2018,Republican
2070,Micky Arison,Miami Heat,NBA,TEAM GRAHAM INC,2700,2018,Republican
2071,Micky Arison,Miami Heat,NBA,THOM TILLIS COMMITTEE,2700,2018,Republican
2072,Micky Arison,Miami Heat,NBA,WEBER FOR CONGRESS,2700,2018,Republican
2073,Micky Arison,Miami Heat,NBA,CATHERINE CORTEZ MASTO FOR SENATE,2700,2018,Democrat
2074,Micky Arison,Miami Heat,NBA,FRIENDS OF MARK WARNER,2700,2018,Democrat
2075,Micky Arison,Miami Heat,NBA,MENENDEZ FOR SENATE,2700,2018,Democrat
2076,Micky Arison,Miami Heat,NBA,CUMMINGS FOR CONGRESS CAMPAIGN COMMITTEE,2700,2020,Democrat
2077,Micky Arison,Miami Heat,NBA,FRIENDS OF DON BEYER,2700,2020,Democrat
2078,Micky Arison,Miami Heat,NBA,FRIENDS OF JOHN MCCAIN INC,2500,2016,Republican
2079,Micky Arison,Miami Heat,NBA,GRAVES FOR CONGRESS,2500,2016,Republican
2080,Micky Arison,Miami Heat,NBA,TRUE NORTH PAC,2500,2016,Republican
2081,Micky Arison,Miami Heat,NBA,CORY BOOKER FOR SENATE,2500,2016,Democrat
2082,Micky Arison,Miami Heat,NBA,PEOPLE FOR PATTY MURRAY,2500,2016,Democrat
2083,Micky Arison,Miami Heat,NBA,GARRET GRAVES FOR CONGRESS,2500,2018,Republican
2084,Micky Arison,Miami Heat,NBA,HEARTLAND VALUES PAC,2500,2018,Republican
2085,Micky Arison,Miami Heat,NBA,MAKING AMERICA PROSPEROUS PAC,2500,2018,Republican
2086,Micky Arison,Miami Heat,NBA,ATHENA PAC,2500,2018,Democrat
2087,Micky Arison,Miami Heat,NBA,ALAMO PAC,2500,2020,Republican
2088,Micky Arison,Miami Heat,NBA,CORNYN MAJORITY TEXAS,2500,2020,Republican
2089,Micky Arison,Miami Heat,NBA,DSCC,2500,2020,Democrat
2090,Micky Arison,Miami Heat,NBA,FRIENDS OF MARIA,2500,2020,Democrat
2091,Micky Arison,Miami Heat,NBA,KEVIN MCCARTHY FOR CONGRESS,2000,2016,Republican
2092,Micky Arison,Miami Heat,NBA,ROB BISHOP FOR CONGRESS,2000,2016,Republican
2093,Micky Arison,Miami Heat,NBA,STEVE KNIGHT FOR CONGRESS,2000,2016,Republican
2094,Micky Arison,Miami Heat,NBA,FRIENDS OF MARIA,2000,2016,Democrat
2095,Micky Arison,Miami Heat,NBA,FRIENDS OF PATRICK MURPHY,2000,2016,Democrat
2096,Micky Arison,Miami Heat,NBA,GRAHAM FOR CONGRESS,2000,2016,Democrat
2097,Micky Arison,Miami Heat,NBA,MARKEY COMMITTEE; THE,2000,2016,Democrat
2098,Micky Arison,Miami Heat,NBA,COMSTOCK FOR CONGRESS,2000,2018,Republican
2099,Micky Arison,Miami Heat,NBA,"COUNTRY FIRST POLITICAL ACTION COMMITTEE, INC. (COUNTRY FIRST PAC)",2000,2018,Republican
2100,Micky Arison,Miami Heat,NBA,FRIENDS OF DAVE JOYCE,2000,2018,Republican
2101,Micky Arison,Miami Heat,NBA,MAST FOR CONGRESS,2000,2018,Republican
2102,Micky Arison,Miami Heat,NBA,RON JOHNSON FOR SENATE INC,2000,2018,Republican
2103,Micky Arison,Miami Heat,NBA,CITIZENS TO ELECT RICK LARSEN,2000,2018,Democrat
2104,Micky Arison,Miami Heat,NBA,KAINE FOR VIRGINIA,2000,2018,Democrat
2105,Micky Arison,Miami Heat,NBA,BILIRAKIS FOR CONGRESS,2000,2020,Republican
2106,Micky Arison,Miami Heat,NBA,GIBBS FOR CONGRESS,2000,2020,Republican
2107,Micky Arison,Miami Heat,NBA,LISA MURKOWSKI FOR US SENATE,2000,2020,Republican
2108,Micky Arison,Miami Heat,NBA,VAL DEMINGS FOR CONGRESS,1800,2020,Democrat
2109,Micky Arison,Miami Heat,NBA,HASTINGS FOR CONGRESS,1500,2016,Democrat
2110,Micky Arison,Miami Heat,NBA,ALAMO PAC,1500,2018,Republican
2111,Micky Arison,Miami Heat,NBA,JIM RISCH FOR U S SENATE COMMITTEE,1500,2018,Republican
2112,Micky Arison,Miami Heat,NBA,MARCO RUBIO FOR SENATE,1500,2018,Republican
2113,Micky Arison,Miami Heat,NBA,AL LAWSON FOR CONGRESS,1500,2018,Democrat
2114,Micky Arison,Miami Heat,NBA,CONTINUING AMERICA'S STRENGTH AND SECURITY PAC,1500,2020,Republican
2115,Micky Arison,Miami Heat,NBA,DEB FISCHER FOR US SENATE,1500,2020,Republican
2116,Micky Arison,Miami Heat,NBA,MORAN RUBIO VICTORY COMMITTEE,1500,2020,Republican
2117,Micky Arison,Miami Heat,NBA,RUBIO VICTORY COMMITTEE,1500,2020,Republican
2118,Micky Arison,Miami Heat,NBA,STEVE DAINES FOR MONTANA,1500,2020,Republican
2119,Micky Arison,Miami Heat,NBA,HAWAII PAC,1500,2020,Democrat
2120,Micky Arison,Miami Heat,NBA,MADISON PAC; THE,1500,2020,Democrat
2121,Micky Arison,Miami Heat,NBA,PETERS FOR MICHIGAN,1500,2020,Democrat
2122,Micky Arison,Miami Heat,NBA,PRICE FOR CONGRESS,1500,2020,Democrat
2123,Micky Arison,Miami Heat,NBA,COMSTOCK FOR CONGRESS,1000,2016,Republican
2124,Micky Arison,Miami Heat,NBA,DEVIN NUNES CAMPAIGN COMMITTEE,1000,2016,Republican
2125,Micky Arison,Miami Heat,NBA,RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC),1000,2016,Republican
2126,Micky Arison,Miami Heat,NBA,SANFORD FOR CONGRESS,1000,2016,Republican
2127,Micky Arison,Miami Heat,NBA,FREDERICA S. WILSON FOR CONGRESS,1000,2016,Democrat
2128,Micky Arison,Miami Heat,NBA,HUFFMAN FOR CONGRESS 2014,1000,2016,Democrat
2129,Micky Arison,Miami Heat,NBA,SCHATZ FOR SENATE,1000,2016,Democrat
2130,Micky Arison,Miami Heat,NBA,STABENOW FOR US SENATE,1000,2016,Democrat
2131,Micky Arison,Miami Heat,NBA,CITIZENS FOR JOHN RUTHERFORD,1000,2018,Republican
2132,Micky Arison,Miami Heat,NBA,GIBBS FOR CONGRESS,1000,2018,Republican
2133,Micky Arison,Miami Heat,NBA,GRASSLEY COMMITTEE INC,1000,2018,Republican
2134,Micky Arison,Miami Heat,NBA,LISA MURKOWSKI FOR US SENATE,1000,2018,Republican
2135,Micky Arison,Miami Heat,NBA,TED YOHO FOR CONGRESS,1000,2018,Republican
2136,Micky Arison,Miami Heat,NBA,COMMITTEE TO RE-ELECT LINDA SANCHEZ,1000,2018,Democrat
2137,Micky Arison,Miami Heat,NBA,HUFFMAN FOR CONGRESS,1000,2018,Democrat
2138,Micky Arison,Miami Heat,NBA,MIKE THOMPSON FOR CONGRESS,1000,2018,Democrat
2139,Micky Arison,Miami Heat,NBA,MONTANANS FOR TESTER,1000,2018,Democrat
2140,Micky Arison,Miami Heat,NBA,TITUS FOR CONGRESS,1000,2018,Democrat
2141,Micky Arison,Miami Heat,NBA,COLLINS FOR SENATOR,1000,2020,Republican
2142,Micky Arison,Miami Heat,NBA,HEARTLAND VALUES PAC,1000,2020,Republican
2143,Micky Arison,Miami Heat,NBA,TED YOHO FOR CONGRESS,1000,2020,Republican
2144,Micky Arison,Miami Heat,NBA,AL LAWSON FOR CONGRESS,1000,2020,Democrat
2145,Micky Arison,Miami Heat,NBA,ANTHONY BROWN FOR CONGRESS,1000,2020,Democrat
2146,Micky Arison,Miami Heat,NBA,CITIZENS TO ELECT RICK LARSEN,1000,2020,Democrat
2147,Micky Arison,Miami Heat,NBA,FRIENDS OF BENNIE THOMPSON,1000,2020,Democrat
2148,Micky Arison,Miami Heat,NBA,LEAHY FOR U.S. SENATOR COMMITTEE,1000,2020,Democrat
2149,Micky Arison,Miami Heat,NBA,TAMMY FOR ILLINOIS,1000,2020,Democrat
2150,Mike Brown,Cincinnati Bengals,NFL,TRUMP VICTORY ,30000,2020,Republican
2151,Mike Brown,Cincinnati Bengals,NFL,NRSC ,25000,2020,Republican
2152,Mike Brown,Cincinnati Bengals,NFL,REPUBLICAN NATIONAL COMMITTEE,24400,2020,Republican
2153,Mike Brown,Cincinnati Bengals,NFL,TEAM GRAHAM,5600,2020,Republican
2154,Mike Brown,Cincinnati Bengals,NFL,FRIENDS OF TODD YOUNG,5400,2016,Republican
2155,Mike Brown,Cincinnati Bengals,NFL,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican
2156,Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS,5400,2016,Republican
2157,Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS,5400,2018,Republican
2158,Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS,5400,2020,Republican
2159,Mike Brown,Cincinnati Bengals,NFL,PORTMAN FOR SENATE COMMITTEE,2800,2020,Republican
2160,Mike Brown,Cincinnati Bengals,NFL,KASICH FOR AMERICA,2700,2016,Republican
2161,Mike Brown,Cincinnati Bengals,NFL,LINDSEY GRAHAM 2016,2700,2016,Republican
2162,Mike Brown,Cincinnati Bengals,NFL,PAUL BROWN FOR CONGRESS,2700,2016,Republican
2163,Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS ,2700,2018,Republican
2164,Neil Leibman,Texas Rangers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,1000,2020,Bipartisan
2165,Paul Dolan,Cleveland Indians,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan
2166,Paul Dolan,Cleveland Indians,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan
2167,Paul Dolan,Cleveland Indians,MLB,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican
2168,Paul Dolan,Cleveland Indians,MLB,PORTMAN VICTORY COMMITTEE,5000,2016,Republican
2169,Paul Dolan,Cleveland Indians,MLB,TEAM RYAN,5000,2016,Republican
2170,Paul Dolan,Cleveland Indians,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,5000,2018,Republican
2171,Paul Dolan,Cleveland Indians,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan
2172,Paul Dolan,Cleveland Indians,MLB,FRIENDS OF SHERROD BROWN,3000,2016,Democrat
2173,Paul Dolan,Cleveland Indians,MLB,ALASKANS FOR DAN SULLIVAN,2800,2020,Republican
2174,Paul Dolan,Cleveland Indians,MLB,PORTMAN FOR SENATE COMMITTEE,2500,2020,Republican
2175,Paul Dolan,Cleveland Indians,MLB,FRIENDS OF DAVE JOYCE,1000,2016,Republican
2176,Paul Dolan,Cleveland Indians,MLB,KASICH FOR AMERICA INC,1000,2016,Republican
2177,Paul Dolan,Cleveland Indians,MLB,ANTHONY GONZALEZ FOR CONGRESS,1000,2018,Republican
2178,Paul Dolan,Cleveland Indians,MLB,OHIO GRASSROOTS VICTORY FUND,1000,2018,Democrat
2179,Peter Angelos,Baltimore Orioles,MLB,HOUSE MAJORITY PAC,750000,2018,Democrat
2180,Peter Angelos,Baltimore Orioles,MLB,SMP,750000,2018,Democrat
2181,Peter Angelos,Baltimore Orioles,MLB,DRAFT BIDEN 2016,272000,2016,Democrat
2182,Peter Angelos,Baltimore Orioles,MLB,HILLARY VICTORY FUND,108572,2016,Democrat
2183,Peter Angelos,Baltimore Orioles,MLB,COMMITTEE FOR MARYLAND'S PROGRESS,50000,2016,Democrat
2184,Peter Angelos,Baltimore Orioles,MLB,DCCC,33900,2018,Democrat
2185,Peter Angelos,Baltimore Orioles,MLB,DCCC,33400,2016,Democrat
2186,Peter Angelos,Baltimore Orioles,MLB,DSCC,32400,2016,Democrat
2187,Peter Angelos,Baltimore Orioles,MLB,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,20000,2016,Democrat
2188,Peter Angelos,Baltimore Orioles,MLB,JAMIE RASKIN FOR CONGRESS,5400,2016,Democrat
2189,Peter Angelos,Baltimore Orioles,MLB,LEAHY FOR U.S. SENATOR COMMITTEE,5400,2016,Democrat
2190,Peter Angelos,Baltimore Orioles,MLB,VAN HOLLEN FOR SENATE,5400,2016,Democrat
2191,Peter Angelos,Baltimore Orioles,MLB,GREEN MOUNTAIN PAC,5000,2016,Democrat
2192,Peter Angelos,Baltimore Orioles,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2016,Bipartisan
2193,Peter Angelos,Baltimore Orioles,MLB,GREEN MOUNTAIN PAC,5000,2018,Democrat
2194,Peter Angelos,Baltimore Orioles,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2018,Bipartisan
2195,Peter Angelos,Baltimore Orioles,MLB,CUMMINGS FOR CONGRESS CAMPAIGN COMMITTEE,3700,2016,Democrat
2196,Peter Angelos,Baltimore Orioles,MLB,HEIDI FOR SENATE,2000,2018,Democrat
2197,Peter Angelos,Baltimore Orioles,MLB,JOSELINE PENA-MELNYK FOR CONGRESS,500,2016,Democrat
2198,Peter Angelos,Baltimore Orioles,MLB,ACTBLUE,100,2020,Democrat
2199,Peter Guber,"Golden State Warriors, Los Angeles Dodgers","NBA, MLB",DE LEON VICTORY FUND,10000,2018,Democrat
2200,Peter Guber,"Golden State Warriors, Los Angeles Dodgers","NBA, MLB",NEAL SIMON FOR U.S. SENATE,5400,2018,Independent
2201,Peter Guber,"Golden State Warriors, Los Angeles Dodgers","NBA, MLB",FEINSTEIN FOR SENATE 2024,5400,2018,Democrat
2202,Peter Guber,"Golden State Warriors, Los Angeles Dodgers","NBA, MLB",OMAR QUDRAT FOR CONGRESSS,3700,2018,Republican
2203,Peter Guber,"Golden State Warriors, Los Angeles Dodgers","NBA, MLB",MARK RIDLEY-THOMAS FOR SUPERVISOR 2016,1475,2016,Democrat
2204,Peter Guber,"Golden State Warriors, Los Angeles Dodgers","NBA, MLB",BIDEN FOR PRESIDENT,1000,2020,Democrat
2205,Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,130600,2020,Republican
2206,Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,127700,2018,Republican
2207,Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,70000,2016,Republican
2208,Peter Karmanos Jr.,Carolina Hurricanes,NHL,TEAM RYAN,50000,2016,Republican
2209,Peter Karmanos Jr.,Carolina Hurricanes,NHL,TEAM RYAN,50000,2018,Republican
2210,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN SENATE VICTORY 2020,36100,2020,Democrat
2211,Peter Karmanos Jr.,Carolina Hurricanes,NHL,DSCC,33400,2016,Democrat
2212,Peter Karmanos Jr.,Carolina Hurricanes,NHL,OUTSIDER PAC,25000,2018,Republican
2213,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,20000,2016,Republican
2214,Peter Karmanos Jr.,Carolina Hurricanes,NHL,NRCC,20000,2016,Republican
2215,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,10000,2018,Republican
2216,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,10000,2020,Republican
2217,Peter Karmanos Jr.,Carolina Hurricanes,NHL,ESSHAKI FOR CONGRESS,5600,2020,Republican
2218,Peter Karmanos Jr.,Carolina Hurricanes,NHL,"JOHN JAMES FOR SENATE, INC.",5600,2020,Republican
2219,Peter Karmanos Jr.,Carolina Hurricanes,NHL,ELBERT GUILLORY'S AMERICA,5500,2020,Republican
2220,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIKE BISHOP FOR CONGRESS,5400,2016,Republican
2221,Peter Karmanos Jr.,Carolina Hurricanes,NHL,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican
2222,Peter Karmanos Jr.,Carolina Hurricanes,NHL,JOHN JAMES FOR SENATE INC,5400,2018,Republican
2223,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIKE BISHOP FOR CONGRESS,5200,2018,Republican
2224,Peter Karmanos Jr.,Carolina Hurricanes,NHL,WALBERG VICTORY FUND,5000,2016,Republican
2225,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIMI WALTERS VICTORY FUND,5000,2018,Republican
2226,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MARYOTT FOR CONGRESS,2800,2020,Republican
2227,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MARCO RUBIO FOR PRESIDENT,2700,2016,Republican
2228,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MOOLENAAR FOR CONGRESS,2700,2016,Republican
2229,Peter Karmanos Jr.,Carolina Hurricanes,NHL,UPTON FOR ALL OF US,2700,2018,Republican
2230,Peter Karmanos Jr.,Carolina Hurricanes,NHL,WALTERS FOR CONGRESS,2700,2018,Republican
2231,Peter Karmanos Jr.,Carolina Hurricanes,NHL,MAKING INVESTMENTS MAJORITY INSURED PAC,2300,2018,Republican
2232,Peter Karmanos Jr.,Carolina Hurricanes,NHL,BLACK AMERICANS TO RE-ELECT THE PRESIDENT,2002,2020,Republican
2233,Peter Karmanos Jr.,Carolina Hurricanes,NHL,CARSON AMERICA,1600,2016,Republican
2234,Peter Karmanos Jr.,Carolina Hurricanes,NHL,PENSLER FOR SENATE,1000,2018,Republican
2235,Peter Karmanos Jr.,Carolina Hurricanes,NHL,"TROTT FOR CONGRESS, INC.",1000,2018,Republican
2236,Peter Karmanos Jr.,Carolina Hurricanes,NHL,FRIENDS OF SESSIONS SENATE COMMITTEE INC,1000,2020,Republican
2237,Peter Karmanos Jr.,Carolina Hurricanes,NHL,HUCK PAC,1000,2020,Republican
2238,Peter Karmanos Jr.,Carolina Hurricanes,NHL,STARS AND STRIPES FOREVER PAC,1000,2020,Republican
2239,Peter Karmanos Jr.,Carolina Hurricanes,NHL,UPTON FOR ALL OF US,1000,2020,Republican
2240,Peter Karmanos Jr.,Carolina Hurricanes,NHL,DEVIN NUNES CAMPAIGN COMMITTEE,500,2020,Republican
2241,Peter Karmanos Jr.,Carolina Hurricanes,NHL,FREE AT LAST PAC,500,2020,Republican
2242,Peter Karmanos Jr.,Carolina Hurricanes,NHL,LYNN AFENDOULIS FOR CONGRESS,500,2020,Republican
2243,Philip F. Anschutz,Los Angeles Kings,NHL,SENATE LEADERSHIP FUND,500000,2016,Republican
2244,Philip F. Anschutz,Los Angeles Kings,NHL,NRSC TARGETED STATE VICTORY COMMITTEE,250000,2016,Republican
2245,Philip F. Anschutz,Los Angeles Kings,NHL,TEAM RYAN,150000,2016,Republican
2246,Philip F. Anschutz,Los Angeles Kings,NHL,NRSC TARGETED STATE VICTORY FUND,150000,2018,Republican
2247,Philip F. Anschutz,Los Angeles Kings,NHL,GARDNER VICTORY COMMITTEE,150000,2020,Republican
2248,Philip F. Anschutz,Los Angeles Kings,NHL,MCCARTHY VICTORY FUND,150000,2020,Republican
2249,Philip F. Anschutz,Los Angeles Kings,NHL,GARDNER VICTORY COMMITTEE,125000,2018,Republican
2250,Philip F. Anschutz,Los Angeles Kings,NHL,TEAM RYAN,125000,2018,Republican
2251,Philip F. Anschutz,Los Angeles Kings,NHL,MCCARTHY VICTORY FUND,25000,2016,Republican
2252,Philip F. Anschutz,Los Angeles Kings,NHL,CORNYN MAJORITY TEXAS,20600,2020,Republican
2253,Philip F. Anschutz,Los Angeles Kings,NHL,JOHN BOLTON SUPER PAC,20000,2016,Republican
2254,Philip F. Anschutz,Los Angeles Kings,NHL,PERDUE VICTORY INC,10400,2016,Republican
2255,Philip F. Anschutz,Los Angeles Kings,NHL,HATCH ELECTION COMMITTEE INC,8100,2016,Republican
2256,Philip F. Anschutz,Los Angeles Kings,NHL,COLLINS FOR SENATOR,5600,2020,Republican
2257,Philip F. Anschutz,Los Angeles Kings,NHL,COLLINS VICTORY COMMITTEE,5600,2020,Republican
2258,Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF JIM INHOFE,5600,2020,Republican
2259,Philip F. Anschutz,Los Angeles Kings,NHL,GEORGIANS FOR KELLY LOEFFLER,5600,2020,Republican
2260,Philip F. Anschutz,Los Angeles Kings,NHL,MORAN FOR KANSAS,5600,2020,Republican
2261,Philip F. Anschutz,Los Angeles Kings,NHL,LIZ CHENEY FOR WYOMING,5400,2016,Republican
2262,Philip F. Anschutz,Los Angeles Kings,NHL,MORAN FOR KANSAS,5400,2016,Republican
2263,Philip F. Anschutz,Los Angeles Kings,NHL,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican
2264,Philip F. Anschutz,Los Angeles Kings,NHL,RON JOHNSON FOR SENATE INC,5400,2016,Republican
2265,Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,5400,2016,Republican
2266,Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,5400,2018,Republican
2267,Philip F. Anschutz,Los Angeles Kings,NHL,PROMOTING OUR REPUBLICAN TEAM PAC,5000,2016,Republican
2268,Philip F. Anschutz,Los Angeles Kings,NHL,"COLORADANS FOR FAMILY, MILITARY, AND NATION PAC",5000,2018,Republican
2269,Philip F. Anschutz,Los Angeles Kings,NHL,COMMON VALUES PAC,5000,2018,Republican
2270,Philip F. Anschutz,Los Angeles Kings,NHL,JOHN BOLTON PAC,5000,2018,Republican
2271,Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,2800,2020,Republican
2272,Philip F. Anschutz,Los Angeles Kings,NHL,COMMITTEE TO ELECT DARRYL GLENN,2700,2016,Republican
2273,Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF JOHN THUNE,2700,2016,Republican
2274,Philip F. Anschutz,Los Angeles Kings,NHL,LUMMIS FOR CONGRESS,2500,2016,Republican
2275,Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF PAT TOOMEY,1500,2016,Republican
